"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"PLA2G15",8.19310108159555e-44,0.607283477460334,0.317,0.073,1.74005080770926e-39,11,"PLA2G15"
"NR1H33",1.97835274879348e-23,0.606960261189197,0.286,0.097,4.20162556788759e-19,11,"NR1H3"
"SLC29A11",8.69048084613247e-37,0.602876534471328,0.335,0.09,1.84568432210161e-32,11,"SLC29A1"
"DSC22",3.88797584259997e-39,0.602109936925296,0.375,0.109,8.25728309451381e-35,11,"DSC2"
"GCA2",8.76546645200856e-26,0.599847513248121,0.442,0.175,1.86160976507758e-21,11,"GCA"
"STAC",6.16182893417302e-176,0.599695385229788,0.179,0.004,1.30864922903967e-171,11,"STAC"
"DOK31",3.45612986901737e-120,0.596857955356865,0.299,0.025,7.34012861581908e-116,11,"DOK3"
"GNG56",3.43968908466621e-13,0.594609514110642,0.804,0.565,7.30521167801409e-09,11,"GNG5"
"UPP12",2.78518126859114e-11,0.594207256610588,0.379,0.199,5.91516797823387e-07,11,"UPP1"
"DHRS92",2.32045221837157e-35,0.593868711490642,0.219,0.044,4.92817642137755e-31,11,"DHRS9"
"SLC43A31",1.94398340134787e-55,0.592908065355762,0.339,0.066,4.1286319477826e-51,11,"SLC43A3"
"IQGAP21",7.39926025567977e-38,0.591607508524938,0.513,0.157,1.57145489310127e-33,11,"IQGAP2"
"GLMP2",8.43972836547958e-27,0.590225990604615,0.433,0.173,1.79242951026055e-22,11,"GLMP"
"CALM31",1.30144157311486e-10,0.590017332260586,0.732,0.499,2.76400161298134e-06,11,"CALM3"
"SLC7A8",1.04300991009912e-219,0.589843627406305,0.232,0.006,2.21514444706851e-215,11,"SLC7A8"
"LAMP1",6.268060379736e-14,0.586528774604132,0.643,0.418,1.33121066344833e-09,11,"LAMP1"
"TCN21",7.24473988687926e-39,0.586269224334219,0.317,0.079,1.53863785717542e-34,11,"TCN2"
"MMP143",1.67819413200455e-27,0.585696924384426,0.335,0.111,3.56414869755127e-23,11,"MMP14"
"HK31",2.47045027165274e-122,0.585688923079497,0.205,0.011,5.24674228693609e-118,11,"HK3"
"UQCRC12",1.56367706208196e-14,0.583355514551598,0.54,0.305,3.32093734444966e-10,11,"UQCRC1"
"BMP2K",1.91501930086897e-97,0.581923619179311,0.33,0.039,4.06711799118553e-93,11,"BMP2K"
"LAMTOR42",4.51783247686555e-14,0.580533866948501,0.759,0.497,9.59497261436705e-10,11,"LAMTOR4"
"ICAM12",2.00622864074046e-34,0.578304857281613,0.402,0.123,4.26082838720459e-30,11,"ICAM1"
"IL4I11",3.04111690959262e-95,0.575051828218464,0.29,0.029,6.45872409259281e-91,11,"IL4I1"
"MITF",3.22736566151976e-77,0.573554438826941,0.286,0.037,6.85427919193566e-73,11,"MITF"
"COLGALT11",7.01656652418882e-31,0.573312447858172,0.353,0.112,1.49017839840722e-26,11,"COLGALT1"
"MYO9B1",6.64004681659275e-42,0.572602270248598,0.451,0.133,1.41021314290797e-37,11,"MYO9B"
"DPP7",5.68634129807413e-20,0.572230586517549,0.656,0.364,1.20766516488498e-15,11,"DPP7"
"LAMTOR14",2.50260784877291e-15,0.571491152783352,0.688,0.422,5.31503854922391e-11,11,"LAMTOR1"
"TNFAIP8L22",1.41602584057034e-85,0.569830292639894,0.362,0.049,3.00735568020329e-81,11,"TNFAIP8L2"
"CRTAP3",2.54936519151969e-28,0.566946323050859,0.554,0.231,5.41434179374952e-24,11,"CRTAP"
"SCIMP3",1.02767524065998e-86,0.566352437636378,0.353,0.046,2.18257667611366e-82,11,"SCIMP"
"HSPB14",1.27063908919428e-16,0.56438758700877,0.768,0.481,2.69858329763081e-12,11,"HSPB1"
"HEBP12",1.00259631498613e-20,0.563443929829513,0.42,0.182,2.12931405376755e-16,11,"HEBP1"
"HPS1",8.14922717292618e-20,0.562848019917224,0.446,0.196,1.73073286698606e-15,11,"HPS1"
"GAL3ST4",1.52449303231499e-202,0.558331803382648,0.188,0.004,3.23771830203058e-198,11,"GAL3ST4"
"FRMD4A1",2.70924612328463e-105,0.558253993238522,0.25,0.02,5.7538969166319e-101,11,"FRMD4A"
"TTYH33",4.05542967494884e-26,0.557580439572998,0.312,0.102,8.61292154365634e-22,11,"TTYH3"
"TMEM703",9.51713502933502e-26,0.555203608181412,0.438,0.172,2.02124913753017e-21,11,"TMEM70"
"EBI31",1.58314156138852e-77,0.553930222531067,0.196,0.017,3.36227604807694e-73,11,"EBI3"
"CBR13",2.88261308183874e-22,0.549748031655399,0.536,0.239,6.12209366320911e-18,11,"CBR1"
"NAGA2",4.49268260917248e-51,0.549429019123913,0.362,0.079,9.54155932536051e-47,11,"NAGA"
"CEBPA2",4.81501377998959e-140,0.5473461900252,0.312,0.023,1.02261262659419e-135,11,"CEBPA"
"CAPZA23",1.13856651245499e-16,0.546373485764654,0.589,0.329,2.41808755915192e-12,11,"CAPZA2"
"SMS3",2.94851461346949e-21,0.546142657217823,0.531,0.256,6.26205533608649e-17,11,"SMS"
"ITGB24",7.15020314850784e-20,0.545847039516489,0.759,0.413,1.5185601446801e-15,11,"ITGB2"
"KYNU2",3.70094784485348e-49,0.545718009491906,0.259,0.043,7.86007303289981e-45,11,"KYNU"
"QKI2",3.19577650472101e-33,0.545629098779875,0.339,0.096,6.78719014072649e-29,11,"QKI"
"AP1S22",8.84251364828481e-30,0.544835612618659,0.491,0.166,1.87797304862273e-25,11,"AP1S2"
"IGF1",3.67900027581856e-145,0.544215469109636,0.156,0.004,7.81346078578346e-141,11,"IGF1"
"ITGAM3",3.82390907774028e-105,0.542914985325427,0.317,0.032,8.12121809930481e-101,11,"ITGAM"
"LILRA62",1.48453602096027e-117,0.542834730796992,0.286,0.023,3.15285760131542e-113,11,"LILRA6"
"SNX34",5.17028327719914e-16,0.537065617078449,0.741,0.466,1.09806476241155e-11,11,"SNX3"
"IFIT21",5.63609768773581e-07,0.53692096906797,0.219,0.115,0.0119699442692133,11,"IFIT2"
"OSBPL1A",1.10765738531718e-25,0.536111619245028,0.286,0.089,2.35244275493663e-21,11,"OSBPL1A"
"GNG102",2.09755821810068e-27,0.535185359135388,0.384,0.135,4.45479414360222e-23,11,"GNG10"
"RGS23",5.12083042449566e-29,0.534144859325292,0.496,0.179,1.08756196555439e-24,11,"RGS2"
"CD300LF2",5.12332566318448e-156,0.532672480222259,0.286,0.017,1.08809190434712e-151,11,"CD300LF"
"BEX41",9.58643197416472e-54,0.529226770662135,0.366,0.073,2.0359664226731e-49,11,"BEX4"
"PLEKHM2",2.22279984796015e-23,0.528766099999952,0.232,0.066,4.72078231709776e-19,11,"PLEKHM2"
"RAB101",6.88262903006555e-21,0.527114536831225,0.571,0.28,1.46173275340532e-16,11,"RAB10"
"RHOA4",1.39790286275895e-17,0.526284349390914,0.897,0.775,2.96886609992746e-13,11,"RHOA"
"PPIF3",2.74357549649415e-16,0.525287623110492,0.379,0.174,5.82680563945428e-12,11,"PPIF"
"SIGLEC71",2.04923875315965e-137,0.524502517204809,0.29,0.02,4.35217326396046e-133,11,"SIGLEC7"
"ANPEP3",5.71954779197817e-38,0.524357902380756,0.196,0.033,1.21471756006032e-33,11,"ANPEP"
"RNF1352",2.01526223574173e-27,0.523976707638382,0.366,0.125,4.28001393626828e-23,11,"RNF135"
"PLEKHO21",3.71946870030453e-71,0.522315722656043,0.219,0.022,7.89940762570676e-67,11,"PLEKHO2"
"TLR42",2.08796194009928e-148,0.520967243129233,0.281,0.017,4.43441356838285e-144,11,"TLR4"
"SLC25A191",1.18333390913489e-54,0.520269132879826,0.254,0.039,2.51316455622067e-50,11,"SLC25A19"
"GUSB1",1.11838894129029e-27,0.518617314780311,0.496,0.202,2.37523443351233e-23,11,"GUSB"
"FAM46A1",4.02620549161517e-37,0.518260545426073,0.326,0.081,8.55085522309229e-33,11,"FAM46A"
"B3GNT52",2.4625606121982e-21,0.517935621179984,0.21,0.059,5.22998622818653e-17,11,"B3GNT5"
"PRDX33",1.69580037055682e-15,0.516446325291762,0.603,0.329,3.60154082698858e-11,11,"PRDX3"
"WASF22",8.184303318916e-14,0.515888699172699,0.647,0.389,1.73818233887138e-09,11,"WASF2"
"FCGR3B",1.32328643404382e-167,0.51479617586569,0.156,0.003,2.81039572862226e-163,11,"FCGR3B"
"HSD17B4",6.20587037792019e-31,0.514620832725484,0.379,0.121,1.31800275086269e-26,11,"HSD17B4"
"DRAM21",1.00904355447634e-30,0.514544930992362,0.482,0.18,2.14300670099686e-26,11,"DRAM2"
"LGALS22",2.32136714956372e-22,0.513028515038258,0.268,0.081,4.93011955224344e-18,11,"LGALS2"
"PLSCR17",1.86414990486019e-14,0.512892162971258,0.536,0.275,3.95908156794206e-10,11,"PLSCR1"
"PIK3AP11",5.34379619165759e-22,0.511385382410399,0.357,0.134,1.13491543518424e-17,11,"PIK3AP1"
"DPYSL23",6.58258372892621e-38,0.510564005364408,0.317,0.078,1.39800913234935e-33,11,"DPYSL2"
"IGSF21",1.05544671623249e-256,0.510137990305279,0.152,0.001,2.24155773593456e-252,11,"IGSF21"
"RUNX1",1.86726687203223e-09,0.509749646309073,0.312,0.164,3.96570138282204e-05,11,"RUNX1"
"PLEK5",3.65892354027328e-33,0.50955761631386,0.607,0.209,7.77082181483239e-29,11,"PLEK"
"GNPTG1",1.75407027026115e-19,0.509411513305181,0.549,0.275,3.72529443998063e-15,11,"GNPTG"
"FGD23",1.18616279895193e-44,0.507757099373692,0.259,0.047,2.5191725524141e-40,11,"FGD2"
"GFRA21",7.16435735544561e-228,0.505708623754064,0.214,0.005,1.52156621514954e-223,11,"GFRA2"
"ATP6V1A1",1.40197393992073e-21,0.504473333107616,0.362,0.143,2.97751225360365e-17,11,"ATP6V1A"
"PLXND11",5.75352003709833e-39,0.503954755915766,0.371,0.102,1.22193258547894e-34,11,"PLXND1"
"COMT2",3.96864364455971e-15,0.502814704236178,0.638,0.345,8.42860537231592e-11,11,"COMT"
"CRYL1",2.76498009977213e-22,0.502684407708362,0.281,0.092,5.87226473589605e-18,11,"CRYL1"
"ENG1",2.03051158468292e-96,0.502390085914473,0.473,0.071,4.31240050354958e-92,11,"ENG"
"PDE4DIP2",2.35965680689208e-20,0.501766044011615,0.402,0.171,5.01143912647739e-16,11,"PDE4DIP"
"SLC31A22",4.9186502439451e-75,0.501223547512848,0.312,0.044,1.04462293880906e-70,11,"SLC31A2"
"DNPH12",2.41416693625184e-10,0.499999297455984,0.549,0.326,5.12720773921165e-06,11,"DNPH1"
"CSF3R2",7.22575946815279e-109,0.49900661866056,0.317,0.03,1.53460679584629e-104,11,"CSF3R"
"ADM3",8.6181523899138e-11,0.497010998342774,0.268,0.126,1.83032320456989e-06,11,"ADM"
"TXN4",3.81555401445433e-09,0.496576776774162,0.741,0.512,8.1034736158981e-05,11,"TXN"
"PDXK4",1.51795253341482e-13,0.496508156236039,0.464,0.24,3.22382759046639e-09,11,"PDXK"
"ABI34",4.14751319284602e-29,0.496507415919518,0.397,0.119,8.80848851896637e-25,11,"ABI3"
"CASP13",5.15901909101952e-22,0.496188276090982,0.442,0.171,1.09567247455073e-17,11,"CASP1"
"EPSTI1",1.65303955892534e-19,0.495021713556678,0.344,0.136,3.51072541524565e-15,11,"EPSTI1"
"ALOX56",6.98357483031155e-18,0.49398204496734,0.438,0.205,1.48317162246157e-13,11,"ALOX5"
"RAP2A",1.60119354656797e-51,0.492609133030566,0.219,0.031,3.40061485420106e-47,11,"RAP2A"
"MGAT4A1",3.61572824876096e-27,0.492486868338145,0.491,0.188,7.67908365471852e-23,11,"MGAT4A"
"C6orf621",1.56802015020912e-25,0.491742448936077,0.487,0.2,3.33016119501413e-21,11,"C6orf62"
"SLC29A3",3.09960879619849e-60,0.491725989244997,0.281,0.044,6.58294916136636e-56,11,"SLC29A3"
"HM134",1.4990784870261e-10,0.491400654853316,0.585,0.378,3.18374289074602e-06,11,"HM13"
"PLEKHB22",1.14270947512949e-20,0.491352092666284,0.5,0.235,2.42688638328001e-16,11,"PLEKHB2"
"CLEC4A2",1.41679200166848e-83,0.489474941436865,0.312,0.038,3.00898285314352e-79,11,"CLEC4A"
"PARVB3",3.57137024723384e-58,0.488270572292746,0.393,0.08,7.58487613107523e-54,11,"PARVB"
"ME1",5.67652758228303e-138,0.488057799665059,0.228,0.012,1.20558092792527e-133,11,"ME1"
"SPG213",3.95040092936615e-15,0.487678887048523,0.487,0.252,8.38986149378782e-11,11,"SPG21"
"UNC93B14",8.02325755081728e-18,0.487444093148925,0.518,0.249,1.70397943864257e-13,11,"UNC93B1"
"UBE2E23",3.22937787129943e-36,0.485572946246272,0.295,0.071,6.85855272306572e-32,11,"UBE2E2"
"C2",3.37890785629071e-102,0.485283543223913,0.192,0.012,7.17612450519021e-98,11,"C2"
"SLC37A22",2.5429265787579e-95,0.479542033932973,0.246,0.021,5.40066746796603e-91,11,"SLC37A2"
"PI4K2A",7.00641776784511e-25,0.479038207325462,0.228,0.061,1.48802300553495e-20,11,"PI4K2A"
"PYGL3",3.27518730814765e-25,0.478810350805783,0.312,0.103,6.95584280504397e-21,11,"PYGL"
"OGFRL12",6.71971913853564e-41,0.478797906734569,0.219,0.037,1.4271339506422e-36,11,"OGFRL1"
"CD209",3.16360177800255e-272,0.478367346807029,0.156,0.001,6.71885745612182e-268,11,"CD209"
"ABR",1.04494740668732e-27,0.477031932424886,0.317,0.098,2.21925930232254e-23,11,"ABR"
"PLEKHO12",5.06634835110413e-40,0.475684826402687,0.312,0.069,1.0759910628075e-35,11,"PLEKHO1"
"MSRB21",2.37947068248358e-24,0.475671873295932,0.344,0.122,5.05351983545862e-20,11,"MSRB2"
"HSPA1A5",1.56375428941006e-08,0.473923058419013,0.558,0.355,0.000332110135984908,11,"HSPA1A"
"NEK62",4.21078166800418e-15,0.473378668260745,0.339,0.154,8.94285810650728e-11,11,"NEK6"
"DYNLT15",3.02693466858032e-13,0.473354000216294,0.513,0.276,6.42860384913089e-09,11,"DYNLT1"
"SRGN5",6.60167442972741e-15,0.473236320782138,0.821,0.536,1.40206361538551e-10,11,"SRGN"
"RBPJ3",4.56180608969394e-13,0.473145245180462,0.424,0.221,9.68836377329199e-09,11,"RBPJ"
"FEZ23",2.90392662452036e-12,0.472426470935743,0.451,0.242,6.16735936515634e-08,11,"FEZ2"
"ARRB13",1.29234368472575e-13,0.471854943859226,0.196,0.069,2.74467951762055e-09,11,"ARRB1"
"MX14",0.00831571736284092,0.469017966034909,0.406,0.313,1,11,"MX1"
"FAM20A",8.63885901905634e-228,0.468688187003723,0.295,0.011,1.83472087846719e-223,11,"FAM20A"
"HSD3B72",2.41335742582846e-26,0.46510244235441,0.246,0.068,5.12548850097449e-22,11,"HSD3B7"
"CNDP22",2.36410717174856e-12,0.463898804871283,0.442,0.239,5.02089081135959e-08,11,"CNDP2"
"AGRP",4.5018203691138e-193,0.463635966044836,0.112,0.001,9.56096609992388e-189,11,"AGRP"
"RSAD22",5.92299054720282e-06,0.463288903473918,0.138,0.064,0.125792473241493,11,"RSAD2"
"RTN45",4.84683947945346e-12,0.461483948388592,0.652,0.412,1.02937176864633e-07,11,"RTN4"
"TMEM14C5",2.14278012643494e-16,0.460941964390682,0.598,0.326,4.55083643252252e-12,11,"TMEM14C"
"BCL2A12",1.71699544661417e-21,0.459005824693943,0.299,0.097,3.64655492951917e-17,11,"BCL2A1"
"FUCA21",1.41434640557673e-21,0.457896258194433,0.366,0.146,3.00378889616386e-17,11,"FUCA2"
"DRAM1",1.54485714406511e-32,0.453556048966558,0.228,0.05,3.28096760256547e-28,11,"DRAM1"
"RMDN32",1.62869512675646e-06,0.45332050685918,0.29,0.175,0.0345902271020537,11,"RMDN3"
"CYBA5",6.71958984902102e-16,0.453132429767724,0.897,0.85,1.42710649213508e-11,11,"CYBA"
"SCD1",1.61544988414476e-20,0.451560722834494,0.259,0.086,3.43089246394664e-16,11,"SCD"
"RAB7A4",3.33752505337102e-10,0.451518404157471,0.625,0.403,7.08823570834938e-06,11,"RAB7A"
"TNFRSF1A2",2.01388540040476e-16,0.451399165491299,0.527,0.271,4.27708981337964e-12,11,"TNFRSF1A"
"RRAGD",4.6675858613598e-70,0.450552913315849,0.188,0.017,9.91301885235594e-66,11,"RRAGD"
"CH17-340M24.3",1.06583838233429e-18,0.450314790564301,0.237,0.079,2.26362755640156e-14,11,"CH17-340M24.3"
"GATM",3.52654209675917e-33,0.44835927269178,0.29,0.074,7.48967010509712e-29,11,"GATM"
"SLC16A35",3.93784052787336e-13,0.447090654650588,0.46,0.249,8.36318571309744e-09,11,"SLC16A3"
"FERMT31",8.72106105825092e-20,0.446059766989579,0.562,0.262,1.85217894755133e-15,11,"FERMT3"
"DDAH23",2.23374491850682e-16,0.445414940633359,0.438,0.209,4.74402745792478e-12,11,"DDAH2"
"DNAJC5B",2.78652915555855e-296,0.443904475012061,0.183,0.001,5.91803062057525e-292,11,"DNAJC5B"
"AOAH4",2.06771062970962e-41,0.443797141679627,0.433,0.111,4.39140383537729e-37,11,"AOAH"
"DSE3",1.08799687359341e-41,0.442287860206613,0.308,0.066,2.31068776013768e-37,11,"DSE"
"P2RY132",2.0372916384893e-69,0.44128751953482,0.223,0.024,4.32679998182357e-65,11,"P2RY13"
"AP2A21",1.02114837607453e-23,0.440916158995233,0.295,0.094,2.16871492110708e-19,11,"AP2A2"
"ADAMDEC1",1.59793324279778e-260,0.440450528977967,0.147,0.001,3.39369062105393e-256,11,"ADAMDEC1"
"ACER32",1.06215321003472e-27,0.439831058026076,0.259,0.069,2.25580098747173e-23,11,"ACER3"
"SNX82",8.67179618166687e-16,0.437469158749231,0.268,0.106,1.84171607306241e-11,11,"SNX8"
"PABPC41",5.41661381539668e-15,0.437338352789317,0.482,0.248,1.15038044211395e-10,11,"PABPC4"
"SNX181",5.75348715847386e-24,0.437021897872174,0.277,0.082,1.22192560271668e-19,11,"SNX18"
"ZFAND52",1.81187361927402e-11,0.435480167734633,0.571,0.346,3.84805719261416e-07,11,"ZFAND5"
"CMTM71",1.32920838705416e-15,0.434976628585057,0.469,0.231,2.82297277242562e-11,11,"CMTM7"
"TMEM86A",1.22821120703355e-61,0.434564779893066,0.232,0.03,2.60847496149785e-57,11,"TMEM86A"
"M6PR1",1.42928292900099e-14,0.434510032957683,0.625,0.369,3.0355110846123e-10,11,"M6PR"
"KLHDC8B1",1.65560210258555e-49,0.433138070661856,0.205,0.029,3.51616774547119e-45,11,"KLHDC8B"
"PAPSS1",4.43635404532772e-15,0.432986381360208,0.339,0.151,9.421928721467e-11,11,"PAPSS1"
"LINC00998",3.71485087849077e-16,0.432446873885726,0.29,0.115,7.8896002957387e-12,11,"LINC00998"
"VMO11",9.47457547727687e-138,0.432247349649726,0.205,0.009,2.01221033986406e-133,11,"VMO1"
"DOCK41",3.17575209248827e-116,0.43203925963384,0.223,0.014,6.74466229402659e-112,11,"DOCK4"
"SLC43A22",2.51169134990204e-88,0.431239001325882,0.295,0.033,5.33433008892195e-84,11,"SLC43A2"
"OLFML2B",5.37152529710928e-216,0.430915399519224,0.205,0.005,1.14080454260007e-211,11,"OLFML2B"
"RIN21",7.07235121220271e-07,0.430497684244492,0.152,0.069,0.0150202595044761,11,"RIN2"
"KIAA09302",1.26458822096742e-43,0.429813025546536,0.29,0.061,2.68573246369061e-39,11,"KIAA0930"
"COX7B4",6.14956481331207e-10,0.429811494022991,0.719,0.469,1.30604457505122e-05,11,"COX7B"
"CYTH42",6.50970452080272e-37,0.428344407936026,0.353,0.087,1.38253104612808e-32,11,"CYTH4"
"PLXNC12",9.22225774810174e-66,0.427273749764466,0.295,0.042,1.95862310054185e-61,11,"PLXNC1"
"COX8A4",6.0806956440138e-10,0.427054378428465,0.821,0.602,1.29141814087565e-05,11,"COX8A"
"DPEP21",6.52414998724833e-47,0.426483628813869,0.214,0.031,1.3855989742918e-42,11,"DPEP2"
"HADHB1",3.90162267720253e-13,0.425177922007101,0.415,0.211,8.28626624184273e-09,11,"HADHB"
"SWAP702",1.77403062998603e-23,0.424995780237518,0.371,0.133,3.76768625196433e-19,11,"SWAP70"
"DUSP34",2.95110533838072e-20,0.424733115332091,0.344,0.138,6.26755751765297e-16,11,"DUSP3"
"SLC1A3",2.95379727741627e-180,0.424104622326364,0.196,0.006,6.27327465777667e-176,11,"SLC1A3"
"FMNL2",9.99142891389459e-71,0.423951795567828,0.228,0.025,2.12197967273293e-66,11,"FMNL2"
"IFIT14",0.00153076223827563,0.422823137564793,0.237,0.162,1,11,"IFIT1"
"RPS27L",1.78794390317756e-06,0.422768849238387,0.696,0.498,0.0379723526156851,11,"RPS27L"
"ARHGEF10L1",3.84090200982935e-13,0.42169952914961,0.183,0.066,8.15730768847558e-09,11,"ARHGEF10L"
"AHCY2",2.69936562206886e-12,0.421122419896333,0.384,0.196,5.73291270814984e-08,11,"AHCY"
"RB14",8.35152987706915e-30,0.420802154968024,0.402,0.125,1.77369791529195e-25,11,"RB1"
"P2RX4",1.48557959630603e-21,0.420142311967327,0.295,0.103,3.15507394663476e-17,11,"P2RX4"
"PLBD16",3.76452147873314e-13,0.41944245289001,0.388,0.191,7.99509071653344e-09,11,"PLBD1"
"PNPLA61",1.51333682139904e-17,0.418828721547817,0.277,0.104,3.21402474128729e-13,11,"PNPLA6"
"NCKAP1L2",4.14416719506741e-45,0.418510813402102,0.415,0.098,8.80138228888417e-41,11,"NCKAP1L"
"LINC01094",1.41603082398641e-214,0.417304542109244,0.156,0.002,3.00736626398233e-210,11,"LINC01094"
"SLC31A12",7.33024386357747e-33,0.416855711476186,0.321,0.092,1.55679719174658e-28,11,"SLC31A1"
"ARSA",1.25004663661915e-39,0.416634198646328,0.344,0.085,2.65484904685175e-35,11,"ARSA"
"OSBPL111",8.15311983338933e-41,0.416616811304452,0.21,0.035,1.73155959021522e-36,11,"OSBPL11"
"FPR12",3.39503827099374e-33,0.41548204004852,0.214,0.043,7.2103822799365e-29,11,"FPR1"
"ADPGK1",3.23464005963332e-13,0.414825507343798,0.353,0.166,6.86972855864925e-09,11,"ADPGK"
"OSCAR2",2.39445715532894e-90,0.414632579484543,0.228,0.019,5.0853481064876e-86,11,"OSCAR"
"CD933",1.03226607167354e-46,0.414019304956676,0.254,0.043,2.19232668302026e-42,11,"CD93"
"RP11-290D2.6",1.09898673801785e-05,0.41323466735299,0.232,0.129,0.233402803420231,11,"RP11-290D2.6"
"RP11-1008C21.1",4.39662609440638e-160,0.413133936902718,0.116,0.001,9.33755449930028e-156,11,"RP11-1008C21.1"
"SOAT1",1.37129380762078e-39,0.413018508193884,0.321,0.075,2.91235378862502e-35,11,"SOAT1"
"CREBL21",1.06015918398645e-22,0.412848945348945,0.317,0.109,2.25156607495043e-18,11,"CREBL2"
"MMP19",5.31326116390738e-101,0.4124499816662,0.138,0.006,1.12843040599065e-96,11,"MMP19"
"SDHB1",7.57712385653189e-10,0.4122259193877,0.446,0.26,1.60922956465024e-05,11,"SDHB"
"BASP13",2.47334542560512e-40,0.412135151546323,0.201,0.032,5.25289101490016e-36,11,"BASP1"
"ATP5H1",2.88529523279487e-09,0.411356028650555,0.665,0.442,6.12779001540974e-05,11,"ATP5H"
"DPH3",1.86795357423411e-10,0.411336687681598,0.259,0.12,3.96715980095841e-06,11,"DPH3"
"CD300A3",1.61935556537124e-48,0.410711013410348,0.464,0.113,3.43918734973544e-44,11,"CD300A"
"CD833",3.99336343997951e-39,0.41033078961759,0.54,0.165,8.48110527382849e-35,11,"CD83"
"EDEM2",1.05176865375435e-19,0.410128558837212,0.308,0.114,2.23374626684348e-15,11,"EDEM2"
"PRCP3",2.58968131405272e-28,0.410072407659523,0.442,0.159,5.49996517478517e-24,11,"PRCP"
"FAM195A2",5.40102114586801e-06,0.40921796403517,0.254,0.151,0.114706887095945,11,"FAM195A"
"CNPY32",1.45975713172622e-14,0.408195917040864,0.612,0.346,3.10023219636015e-10,11,"CNPY3"
"XAF12",1.23415091977577e-05,0.408092654281717,0.344,0.224,0.262108972341978,11,"XAF1"
"STAC32",3.04036667858846e-105,0.407279867545035,0.232,0.017,6.45713075198617e-101,11,"STAC3"
"ME2",4.45253435174358e-31,0.406454062855611,0.362,0.106,9.45629245623302e-27,11,"ME2"
"CYTL1",4.81645353545689e-164,0.406116382082175,0.121,0.002,1.02291840186033e-159,11,"CYTL1"
"LRRK11",8.04233134818583e-11,0.405464013634353,0.165,0.061,1.70803033172771e-06,11,"LRRK1"
"NUCB12",1.48494865365494e-09,0.405132618508029,0.58,0.367,3.15373395063237e-05,11,"NUCB1"
"SLC2A8",1.81926507685299e-27,0.405042492639778,0.228,0.056,3.86375517022037e-23,11,"SLC2A8"
"COQ21",2.60558485575373e-26,0.402886726035226,0.246,0.065,5.53374111664976e-22,11,"COQ2"
"ATG7",4.43764518809329e-37,0.402547869978604,0.25,0.051,9.42467085047253e-33,11,"ATG7"
"SNX5",3.66116439980508e-17,0.402195316609871,0.536,0.271,7.77558095230603e-13,11,"SNX5"
"SYNGR23",7.57490287916313e-10,0.40153742462641,0.719,0.509,1.60875787347666e-05,11,"SYNGR2"
"CAT3",2.43422235814701e-19,0.400942960268034,0.473,0.201,5.16980144423263e-15,11,"CAT"
"AP2M11",4.63424550023824e-12,0.400658454611359,0.665,0.409,9.84221059340597e-08,11,"AP2M1"
"CD362",1.39333187182768e-58,0.399366596104523,0.308,0.05,2.95915822938763e-54,11,"CD36"
"LILRB31",7.12272425124992e-91,0.399221060828253,0.228,0.019,1.51272417648046e-86,11,"LILRB3"
"SHTN12",2.57954644338438e-25,0.398852350601221,0.263,0.078,5.47844073645976e-21,11,"SHTN1"
"USF2",1.28837836957412e-19,0.396887306917114,0.464,0.212,2.73625798130151e-15,11,"USF2"
"TMSB4X4",1.49098557665157e-17,0.396846286081185,0.996,0.992,3.1665551676926e-13,11,"TMSB4X"
"ENPP21",9.8949391968918e-57,0.396841358676379,0.156,0.015,2.10148718663588e-52,11,"ENPP2"
"NABP13",2.74359747945404e-25,0.39661694799178,0.375,0.13,5.82685232686449e-21,11,"NABP1"
"MARCH21",1.79736273648702e-22,0.396195511896801,0.25,0.074,3.81723897975113e-18,11,"MARCH2"
"PLA2G2D",1.99556480751189e-143,0.395473857723786,0.103,0.001,4.23818053819376e-139,11,"PLA2G2D"
"GNPTAB1",2.55214797396594e-20,0.394809166204441,0.379,0.149,5.42025186710886e-16,11,"GNPTAB"
"SSH1",6.58424403329288e-12,0.394514970612115,0.205,0.081,1.39836174779074e-07,11,"SSH1"
"ATP5J25",4.97846174396123e-07,0.394231369844878,0.705,0.496,0.0105732570518249,11,"ATP5J2"
"MKNK1",5.47390485186342e-29,0.394042932600017,0.317,0.092,1.16254791243875e-24,11,"MKNK1"
"MYL65",1.93263624825865e-10,0.393362496097119,0.964,0.889,4.10453286405172e-06,11,"MYL6"
"GLA3",4.92223062045447e-27,0.393198225664086,0.411,0.141,1.04538333917212e-22,11,"GLA"
"COX5B5",9.29010555454151e-10,0.393190061717162,0.821,0.597,1.97303261767353e-05,11,"COX5B"
"TLR51",1.56283132159135e-30,0.390919823391198,0.192,0.039,3.31914116079571e-26,11,"TLR5"
"IL10",3.70999237688232e-86,0.390746186896902,0.138,0.007,7.87928181002268e-82,11,"IL10"
"ABCG11",1.46332996958686e-27,0.390631544867299,0.295,0.083,3.10782018940858e-23,11,"ABCG1"
"ST3GAL61",3.02720450371522e-83,0.390610762532052,0.192,0.015,6.42917692499039e-79,11,"ST3GAL6"
"SIRPB11",8.72219658509639e-82,0.390587543535883,0.228,0.021,1.85242011074277e-77,11,"SIRPB1"
"RAB134",5.07962737989755e-10,0.390432141193348,0.371,0.202,1.07881126294264e-05,11,"RAB13"
"MGST24",6.66159617254202e-13,0.390214121471655,0.429,0.221,1.41478979512447e-08,11,"MGST2"
