,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
MSMO1,5.71989792786186E-12,0.490556579198582,0.289,0.107,1.22857687592545E-07,15,MSMO1
PRDX44,2.097376254593E-16,0.489984554505989,0.634,0.302,4.50495445724031E-12,15,PRDX4
NRP11,7.608140075859E-23,0.489450201129892,0.324,0.089,1.63415240689376E-18,15,NRP1
TMEM981,4.92175566960297E-28,0.489297796936993,0.331,0.08,1.05714390027402E-23,15,TMEM98
PSMB12,1.70313164392233E-08,0.488126937165052,0.697,0.455,0.000365815645798077,15,PSMB1
TRIP65,1.84404322606239E-17,0.486413364089688,0.408,0.152,3.96082044525942E-13,15,TRIP6
CDK2AP1,3.34794874686677E-15,0.486091720344051,0.246,0.074,7.19105911339513E-11,15,CDK2AP1
NPY1R,2.73682737418189E-236,0.485847409887275,0.155,0.001,5.87843151700528E-232,15,NPY1R
IFT22,6.53627222296582E-20,0.485543358916356,0.296,0.085,1.40392591077083E-15,15,IFT22
FRAS1,2.54679483217089E-190,0.485429853487095,0.246,0.006,5.47026062001986E-186,15,FRAS1
DNALI1,2.0880422601313E-131,0.485295913830845,0.254,0.011,4.48490597053602E-127,15,DNALI1
HACD33,3.45686380621204E-10,0.483873416544103,0.38,0.179,7.42499776936283E-06,15,HACD3
MAGED1,3.71848692479176E-12,0.483557426835128,0.282,0.103,7.98693806576022E-08,15,MAGED1
SELM,1.91545766314249E-07,0.482887189951331,0.43,0.233,0.00411421151466375,15,SELM
PSMB2,1.43017562992533E-07,0.482675570272701,0.514,0.311,0.00307187423551662,15,PSMB2
ANXA113,5.30575855662771E-05,0.480791001196672,0.704,0.546,1,15,ANXA11
TRIM541,5.59184636503554E-10,0.480723336536107,0.211,0.076,1.20107268074598E-05,15,TRIM54
DSC21,3.80918700055158E-11,0.480568701243288,0.31,0.128,8.18175275848474E-07,15,DSC2
TCEAL41,7.12420146295682E-16,0.480484778164284,0.43,0.177,1.5302072322285E-11,15,TCEAL4
NDUFB101,3.87464194917746E-07,0.480397739028637,0.697,0.498,0.00832234344263827,15,NDUFB10
AKR1B102,5.18724333490421E-11,0.479626536618959,0.19,0.059,1.11416799590407E-06,15,AKR1B10
CAMTA1,2.25903289739044E-15,0.479145882494335,0.542,0.247,4.85217676030493E-11,15,CAMTA1
EDN1,1.12769134068634E-22,0.478752324262563,0.261,0.061,2.42216823066018E-18,15,EDN1
WDR345,6.94870842433432E-23,0.478643675571728,0.387,0.118,1.49251308246277E-18,15,WDR34
ECHDC21,1.47178760121161E-22,0.478578299649416,0.423,0.137,3.16125258864242E-18,15,ECHDC2
PDIA44,1.08627589350864E-10,0.478377682093281,0.585,0.32,2.3332119916672E-06,15,PDIA4
SOX6,6.12312267541844E-114,0.477545850641902,0.246,0.012,1.31518551945313E-109,15,SOX6
NDUFA131,1.08415887218622E-07,0.476560232515751,0.359,0.187,0.00232866484156878,15,NDUFA13
TCTN1,4.77123443399136E-40,0.476442974353413,0.261,0.039,1.024813444077E-35,15,TCTN1
MRFAP11,3.6558425746183E-09,0.475950728026544,0.521,0.301,7.85238426602264E-05,15,MRFAP1
CTSF,1.70271061723929E-30,0.475777851205486,0.275,0.053,3.65725213476827E-26,15,CTSF
GRB73,1.06952994883505E-16,0.475551229205808,0.289,0.091,2.29724337710281E-12,15,GRB7
LAMB21,2.00981893184035E-21,0.473721632312877,0.268,0.066,4.31689008369989E-17,15,LAMB2
TPD52L11,2.12239042243621E-14,0.473438867636722,0.246,0.078,4.55868238835073E-10,15,TPD52L1
INSIG2,6.63747286705046E-16,0.473385036851367,0.317,0.107,1.42566279711377E-11,15,INSIG2
SLC12A23,3.37669464866132E-17,0.473214134210418,0.303,0.095,7.25280243585964E-13,15,SLC12A2
WNK2,8.76914553053002E-216,0.471959360313022,0.261,0.006,1.88352476850254E-211,15,WNK2
SOD13,1.56187017315224E-06,0.471252814832044,0.761,0.593,0.0335474094491369,15,SOD1
GOT11,1.13041201564905E-18,0.470246928131872,0.324,0.101,2.4280119684126E-14,15,GOT1
COX7B3,1.28516376316653E-05,0.470092698797136,0.725,0.56,0.276040324690539,15,COX7B
NDUFAB12,2.63995612885013E-09,0.469814036263849,0.641,0.405,5.6703617691572E-05,15,NDUFAB1
SNHG18,3.04035295877564E-56,0.469123855385175,0.275,0.032,6.5303741201542E-52,15,SNHG18
BCL2L13,1.31467653600435E-11,0.468583628479897,0.479,0.236,2.82379373168375E-07,15,BCL2L1
NPNT,3.45553651980477E-47,0.468204884276731,0.268,0.035,7.42214689088866E-43,15,NPNT
NR2F22,6.49290418385667E-24,0.466415114532156,0.338,0.093,1.39461088965057E-19,15,NR2F2
GLIS3,5.23953081282122E-107,0.466372985988601,0.275,0.016,1.12539882328587E-102,15,GLIS3
MAOB1,8.40187314735732E-12,0.465503972783959,0.141,0.034,1.80463833332088E-07,15,MAOB
HIP1R1,2.42549752742889E-40,0.46550073593139,0.373,0.073,5.20972613916452E-36,15,HIP1R
MKKS1,7.3438866800023E-12,0.464727686972466,0.451,0.215,1.57739341999769E-07,15,MKKS
SLC25A34,2.01439764375776E-06,0.464646804208862,0.718,0.57,0.0432672469902729,15,SLC25A3
SCOC1,7.67731310988886E-16,0.464611358690675,0.465,0.196,1.64901008287303E-11,15,SCOC
CFAP221,1.48009306368487E-163,0.464386104139534,0.218,0.006,3.17909189148873E-159,15,CFAP221
NDUFB42,8.79812116800797E-10,0.464368415344771,0.754,0.531,1.88974844567643E-05,15,NDUFB4
CD97,7.13843756960488E-09,0.464197174165953,0.57,0.319,0.000153326500557543,15,CD9
RAB134,3.27701601263767E-12,0.464032130181561,0.542,0.272,7.03870269354446E-08,15,RAB13
HSPB8,2.87096811547136E-68,0.463499919480926,0.204,0.015,6.16655241522093E-64,15,HSPB8
LAMTOR53,2.26448249024323E-08,0.462859766164213,0.662,0.42,0.000486388194079343,15,LAMTOR5
BEX43,3.00049538472849E-21,0.462626806425182,0.324,0.086,6.44476403685832E-17,15,BEX4
GAMT,1.84696132904031E-55,0.462321999328207,0.296,0.036,3.96708823864569E-51,15,GAMT
TMEM14A2,2.20243467144475E-12,0.4621913639569,0.394,0.171,4.73060943079618E-08,15,TMEM14A
KIFC32,1.29364279145647E-23,0.461838568067343,0.387,0.116,2.77861535176934E-19,15,KIFC3
CTNND15,3.02987030086796E-16,0.46133082385803,0.57,0.255,6.5078584192343E-12,15,CTNND1
SDCBP23,2.31181427832E-07,0.461222401353312,0.289,0.141,0.00496554588840352,15,SDCBP2
MPP6,5.35199101513708E-36,0.460843838625615,0.268,0.044,1.14955415014129E-31,15,MPP6
KDSR1,6.73232320768266E-19,0.460538629077827,0.423,0.15,1.44603570177816E-14,15,KDSR
MDH1,1.4405918688057E-06,0.460095675384006,0.535,0.337,0.0309424727500775,15,MDH1
ZNF580,1.15189695892215E-18,0.459916353731806,0.366,0.12,2.47415947806889E-14,15,ZNF580
DDX521,5.84194479364457E-15,0.459491193327636,0.282,0.092,1.25479132222692E-10,15,DDX52
ANXA9,1.98395324289387E-74,0.458967101333967,0.246,0.02,4.26133317041175E-70,15,ANXA9
LAMP22,4.51844895312555E-10,0.458737377206109,0.486,0.258,9.70517650641837E-06,15,LAMP2
TSPAN134,2.42860584835816E-15,0.458568758028818,0.521,0.228,5.21640250168849E-11,15,TSPAN13
PPA14,1.83449235484491E-09,0.458139013453787,0.697,0.438,3.94030612897138E-05,15,PPA1
MLF22,1.08342483650927E-05,0.458042663080111,0.521,0.352,0.232708820633826,15,MLF2
RDX1,2.18537355128317E-15,0.457399039555407,0.352,0.127,4.69396385080113E-11,15,RDX
NDUFS3,1.51687571579324E-12,0.457125062213736,0.514,0.253,3.2580973499523E-08,15,NDUFS3
H2AFY2,2.94538277164071E-32,0.455768153416169,0.232,0.038,6.32638765520708E-28,15,H2AFY2
SRD5A34,2.24393694434309E-07,0.455752444042522,0.331,0.174,0.00481975216275452,15,SRD5A3
CAT3,1.14323000406486E-06,0.455205376053375,0.345,0.181,0.0245554372573091,15,CAT
C18orf321,1.31842371117497E-07,0.455120372336039,0.387,0.205,0.00283184228923272,15,C18orf32
SPATS2L6,9.31157808840264E-11,0.454877334660377,0.549,0.297,2.000033857608E-06,15,SPATS2L
GSTM4,1.40732104167894E-27,0.45473459273793,0.261,0.052,3.0227848654222E-23,15,GSTM4
C11orf54,3.05515258637787E-23,0.454288865645025,0.352,0.099,6.56216224028102E-19,15,C11orf54
CHST9,0,0.454015566828346,0.225,0.001,0,15,CHST9
PDE5A,1.64532785511937E-93,0.45400541661567,0.218,0.012,3.5339997000109E-89,15,PDE5A
LPP3,2.43788490121311E-13,0.452879048349069,0.528,0.254,5.23633297931564E-09,15,LPP
TMEM30B4,3.84023929461413E-11,0.452644465921729,0.275,0.106,8.24844998090168E-07,15,TMEM30B
CTNNB13,3.65557290635661E-10,0.451110266075907,0.507,0.267,7.85180504556336E-06,15,CTNNB1
MRPL20,4.4136197784276E-10,0.451055667038513,0.599,0.358,9.48001392208465E-06,15,MRPL20
DAB21,3.11093849169752E-09,0.449225617198057,0.317,0.142,6.6819847863171E-05,15,DAB2
EBAG9,1.8417670354472E-13,0.448136794067694,0.401,0.17,3.95593141543705E-09,15,EBAG9
VEPH1,2.51541544048969E-167,0.447191024128057,0.183,0.004,5.40286082462779E-163,15,VEPH1
HIBCH,8.61110948667052E-16,0.447117657452473,0.31,0.103,1.84958020664196E-11,15,HIBCH
SCCPDH3,1.05217680298287E-07,0.446348611005283,0.366,0.188,0.00225997055512691,15,SCCPDH
MINOS1,7.54451495067943E-09,0.44486794775783,0.465,0.254,0.000162048636625643,15,MINOS1
MARCKS5,4.2592375208663E-09,0.444790288318283,0.401,0.21,9.14841627106873E-05,15,MARCKS
KIAA0319L2,1.75247394533559E-11,0.444071888215673,0.303,0.116,3.7641387871863E-07,15,KIAA0319L
TESC3,1.25894668080197E-23,0.443670027230627,0.669,0.262,2.70409157569455E-19,15,TESC
ERBB22,4.75484843006364E-23,0.443043015177444,0.366,0.106,1.02129389429337E-18,15,ERBB2
JADE1,4.53783484935397E-15,0.442660772177221,0.275,0.085,9.7468154729274E-11,15,JADE1
DMKN4,9.48028975628143E-20,0.441940832966856,0.394,0.133,2.03627143675169E-15,15,DMKN
YIPF32,1.36556587559077E-12,0.441708473484955,0.549,0.277,2.93309894418141E-08,15,YIPF3
C14orf22,1.65879371869386E-05,0.43999477300535,0.739,0.535,0.356292302838255,15,C14orf2
KTN12,7.75080267898068E-10,0.439503257824857,0.669,0.419,1.66479490741826E-05,15,KTN1
TMED103,2.07030890084661E-09,0.43814489109539,0.711,0.451,4.44681648812844E-05,15,TMED10
APCDD1,5.47845330078241E-133,0.437979206108373,0.176,0.005,1.17671698447505E-128,15,APCDD1
MNX1,4.39141870415039E-65,0.436720576781494,0.162,0.009,9.43232823464462E-61,15,MNX1
ARSD3,1.90871710819709E-13,0.436603486719839,0.331,0.127,4.09973347669654E-09,15,ARSD
ALB,1.181922516936E-88,0.436595808079891,0.148,0.005,2.53865137412684E-84,15,ALB
SERPINA3,1.72957211702955E-124,0.436550247461145,0.155,0.004,3.71494795016777E-120,15,SERPINA3
PHB3,3.23992568217494E-07,0.436182668955924,0.542,0.315,0.00695903637274355,15,PHB
USP221,8.99336198187255E-12,0.435713381304806,0.38,0.163,1.93168422008641E-07,15,USP22
MYO1C2,3.24225277411044E-19,0.434351956822493,0.359,0.117,6.96403473351182E-15,15,MYO1C
ENAH,1.67900068619399E-27,0.434312743257783,0.303,0.069,3.60632557387607E-23,15,ENAH
PHLDA25,8.29007819239963E-05,0.432581801006572,0.38,0.235,1,15,PHLDA2
LINC009981,2.08768267972855E-12,0.43247484309189,0.303,0.115,4.48413362778895E-08,15,LINC00998
UGT2B7,2.6843509463252E-103,0.432187620691135,0.183,0.007,5.76571739761189E-99,15,UGT2B7
CDH6,1.18197386034178E-208,0.43216112968866,0.204,0.003,2.53876165462811E-204,15,CDH6
SIL1,2.4083157458042E-11,0.431392538420839,0.345,0.146,5.17282139041284E-07,15,SIL1
C7orf49,1.4575300002883E-08,0.430895622884438,0.19,0.069,0.000313062868761924,15,C7orf49
PPCS1,6.84455994373125E-11,0.429706924135584,0.535,0.289,1.47014303031404E-06,15,PPCS
SAT16,4.00109078778363E-07,0.429384457259599,0.88,0.669,0.00859394290308045,15,SAT1
GJA1,4.3764013249089E-43,0.428673940323919,0.134,0.01,9.40007240577183E-39,15,GJA1
AGRN4,3.487902978771E-17,0.427085684223769,0.444,0.171,7.49166680810224E-13,15,AGRN
SDHC1,9.72996757744602E-10,0.426987292435105,0.57,0.326,2.08989973595963E-05,15,SDHC
FDFT11,5.3043048320587E-09,0.426920457382698,0.479,0.264,0.000113931163487789,15,FDFT1
RAB3IP1,2.5348865937705E-20,0.425168908990574,0.345,0.104,5.44468291475965E-16,15,RAB3IP
C6orf141,1.87442180755543E-61,0.424529751500517,0.246,0.024,4.0260706004483E-57,15,C6orf141
RAB201,1.25190542970012E-13,0.424165377330013,0.345,0.131,2.68896767245289E-09,15,RAB20
MRPS15,1.31544891966618E-08,0.423651170947386,0.437,0.234,0.000282545273455099,15,MRPS15
ARL6IP43,7.71131492334277E-09,0.423640137836518,0.746,0.51,0.000165631333238479,15,ARL6IP4
BEX23,5.07183612666118E-41,0.423485657442026,0.303,0.048,1.08937968164555E-36,15,BEX2
ECHDC3,2.10117301403115E-48,0.423474908005964,0.211,0.022,4.5131095168375E-44,15,ECHDC3
RNF11,2.56174674546804E-09,0.42289506744853,0.324,0.142,5.50237583459081E-05,15,RNF11
PARK73,4.36178340868242E-08,0.42280993951206,0.69,0.494,0.000936867458350897,15,PARK7
TMEM1252,1.61981689409509E-20,0.422460929666206,0.261,0.065,3.47920470682685E-16,15,TMEM125
YWHAQ3,1.08766325318544E-07,0.42230209569898,0.627,0.408,0.002336191901517,15,YWHAQ
PAWR2,1.0037458870691E-16,0.422157232199019,0.275,0.083,2.15594579083573E-12,15,PAWR
SUCLG22,6.21112678338586E-06,0.421852702371379,0.373,0.216,0.133408792180345,15,SUCLG2
WWC1,9.51031746893606E-46,0.421848448559136,0.246,0.031,2.04272108915278E-41,15,WWC1
SYNGR11,2.43581546024492E-56,0.421551934662292,0.303,0.037,5.23188802706007E-52,15,SYNGR1
LAMC1,7.69799059645436E-21,0.421296164760083,0.275,0.072,1.65345140021243E-16,15,LAMC1
PPA2,1.161578041389E-13,0.421072459785102,0.394,0.162,2.49495347509944E-09,15,PPA2
SPTBN14,2.17063937232515E-09,0.420688847963601,0.585,0.32,4.6623163078172E-05,15,SPTBN1
PLA2G12A,2.82902302002593E-13,0.420113316038334,0.282,0.097,6.07645854471369E-09,15,PLA2G12A
PDLIM53,3.16194286955636E-10,0.419771767013234,0.423,0.206,6.7915370895201E-06,15,PDLIM5
CUZD1,1.23243456667052E-66,0.419734889487161,0.148,0.008,2.64714620575161E-62,15,CUZD1
LMBRD11,1.01859032528994E-10,0.419701805066798,0.43,0.207,2.18783015969025E-06,15,LMBRD1
SLC44A44,4.47829786248743E-06,0.419631984648084,0.352,0.203,0.0961893597883676,15,SLC44A4
NME23,8.4774565757872E-08,0.419616934403811,0.732,0.483,0.00182087289791333,15,NME2
SH3BGRL22,7.98616872967665E-16,0.419206305781993,0.275,0.085,1.71534918144725E-11,15,SH3BGRL2
POLR2L3,6.711805988135E-08,0.418670332102775,0.754,0.523,0.00144162880819152,15,POLR2L
MORN2,2.13685044844812E-17,0.416974876383716,0.282,0.085,4.58974107822172E-13,15,MORN2
EFEMP2,1.13474011429467E-46,0.416843179755425,0.218,0.024,2.43730829149352E-42,15,EFEMP2
ELP2,8.40596884993295E-07,0.416631786698631,0.232,0.104,0.018055180492771,15,ELP2
REEP5,2.90471413061197E-08,0.416516075998768,0.697,0.445,0.000623903548114145,15,REEP5
GCLM1,8.40828827196005E-22,0.416031838272765,0.296,0.075,1.8060162379343E-17,15,GCLM
MAP3K132,8.8474246323575E-11,0.415878206822619,0.479,0.24,1.90033833678407E-06,15,MAP3K13
ATP5G33,7.00434681511919E-05,0.41556100187392,0.761,0.604,1,15,ATP5G3
LYPD6B,1.24633513418056E-31,0.414439762641558,0.204,0.03,2.67700323470643E-27,15,LYPD6B
COX5B4,9.02370471660434E-06,0.414161157557264,0.796,0.689,0.193820153607945,15,COX5B
CALML41,2.80940762553716E-15,0.413603594452759,0.275,0.088,6.03432663889126E-11,15,CALML4
MAGI12,1.2723547841363E-26,0.413343263789905,0.303,0.07,2.73289084084636E-22,15,MAGI1
NDUFB74,1.81124907563994E-08,0.413168482294828,0.754,0.495,0.000389038188956702,15,NDUFB7
PDGFC,9.66105615213106E-22,0.41240118000095,0.162,0.027,2.07509825091623E-17,15,PDGFC
COQ4,1.14163007753465E-14,0.412002318261607,0.43,0.177,2.45210724353668E-10,15,COQ4
RTN44,2.13950427068088E-07,0.411967131748125,0.676,0.46,0.00459544122299547,15,RTN4
NCMAP,1.73678147011363E-91,0.410904047218215,0.254,0.017,3.73043291965706E-87,15,NCMAP
CFAP36,6.4495910713297E-11,0.410429098646803,0.345,0.149,1.38530766621091E-06,15,CFAP36
ZNF664,9.43358437678182E-21,0.41016941708688,0.303,0.083,2.02623958828897E-16,15,ZNF664
SLC16A71,1.07741157367179E-30,0.409960365598098,0.324,0.068,2.31417231908964E-26,15,SLC16A7
NDUFAF31,1.21407147961424E-08,0.40990339764415,0.634,0.389,0.000260770413106344,15,NDUFAF3
ACSM3,2.21369435758113E-26,0.409729665759951,0.176,0.027,4.75479411064852E-22,15,ACSM3
CPM1,6.32716966031958E-09,0.408921138689291,0.232,0.092,0.000135901277134004,15,CPM
HRSP12,8.60148126026115E-09,0.408902662921247,0.211,0.083,0.000184751215989149,15,HRSP12
DAPK13,3.19396036654786E-14,0.408102931794267,0.324,0.119,6.86030747130815E-10,15,DAPK1
SLC44A3,1.19430242119933E-28,0.407935916763221,0.246,0.047,2.56524217049403E-24,15,SLC44A3
PCNA2,4.6743915301451E-10,0.407616322310279,0.282,0.113,1.00401255675987E-05,15,PCNA
PTTG1IP4,3.62542658831027E-07,0.407189872796069,0.592,0.385,0.00778705376903163,15,PTTG1IP
TPGS2,2.22012457781418E-11,0.407118765488605,0.331,0.138,4.76860558068708E-07,15,TPGS2
LINC00261,9.12022159991241E-51,0.40694151325488,0.19,0.017,1.95893239744519E-46,15,LINC00261
CNOT72,4.75450510891909E-07,0.406906978268629,0.437,0.244,0.0102122015234473,15,CNOT7
TJP15,6.65812416535345E-18,0.406528085639841,0.401,0.144,1.43009848947627E-13,15,TJP1
CHP13,1.14357177386881E-08,0.406260482024849,0.373,0.185,0.000245627781309283,15,CHP1
TRIP111,2.48336402185208E-16,0.406020273087073,0.352,0.124,5.33401758253608E-12,15,TRIP11
CYP4V2,5.65220785416704E-27,0.404981205757382,0.282,0.06,1.21403772499654E-22,15,CYP4V2
LMO42,7.53830860702438E-08,0.404891245589981,0.401,0.213,0.00161915330570277,15,LMO4
MAP1LC3A2,2.63524833555824E-16,0.403911778006459,0.366,0.131,5.66024989994554E-12,15,MAP1LC3A
GABARAP4,5.77524169572542E-10,0.403865996224068,0.88,0.656,1.24046416382486E-05,15,GABARAP
AMOTL23,4.81053669951086E-20,0.403101493144277,0.239,0.058,1.03325517768794E-15,15,AMOTL2
FBXO21,4.11524398356995E-25,0.403020600533167,0.387,0.109,8.8391325523099E-21,15,FBXO21
MTHFD2L,6.18157873584549E-27,0.402916501625931,0.268,0.056,1.32774129667225E-22,15,MTHFD2L
FSTL31,8.53256693897504E-09,0.40284823995557,0.141,0.042,0.000183271005282245,15,FSTL3
DDT2,1.12512112021179E-09,0.40264058520954,0.465,0.241,2.4166476541029E-05,15,DDT
VNN1,2.66389079761325E-30,0.402560840570052,0.155,0.019,5.7217710441935E-26,15,VNN1
MT-CO14,5.94718143712885E-10,0.402161338824382,0.979,0.971,1.27739510088091E-05,15,MT-CO1
ARHGEF123,3.97783506839978E-14,0.402147861668054,0.324,0.118,8.54399194341589E-10,15,ARHGEF12
NDFIP22,6.99158939281898E-16,0.401969144598746,0.338,0.116,1.50172348568359E-11,15,NDFIP2
HEBP12,3.78611866818965E-07,0.401918645797318,0.345,0.185,0.00813220428740454,15,HEBP1
SYPL15,6.77051959402568E-09,0.401146817941899,0.535,0.312,0.000145423990360077,15,SYPL1
TMEM2561,9.28411594551721E-08,0.401113993944015,0.486,0.274,0.00199413526393764,15,TMEM256
GSTM32,5.68793842214825E-12,0.400732994241598,0.296,0.114,1.22171229369322E-07,15,GSTM3
SLC28A3,1.03060703772673E-32,0.400299826594358,0.232,0.038,2.21364085633324E-28,15,SLC28A3
PDX1,5.46195269825104E-43,0.39979842519242,0.162,0.015,1.17317282005734E-38,15,PDX1
SEC622,1.17921165823672E-08,0.399706309335133,0.725,0.496,0.000253282872072665,15,SEC62
PLPP1,1.7929921862942E-25,0.399291571538501,0.275,0.059,3.85116791694132E-21,15,PLPP1
TXN5,1.05528437187903E-07,0.398786315328291,0.866,0.603,0.00226664530235897,15,TXN
MT-CYB4,1.62831442469304E-09,0.398660034629372,0.979,0.946,3.49745655279818E-05,15,MT-CYB
TP53I3,1.63519207944279E-17,0.398570475016943,0.303,0.095,3.51222906743517E-13,15,TP53I3
MT2A2,1.77026861932284E-14,0.398199280445439,0.648,0.369,3.80235996744353E-10,15,MT2A
MTCH1,7.85092799728008E-09,0.398100148330354,0.549,0.326,0.000168630082453579,15,MTCH1
RP5-862P8.2,5.5877699195345E-38,0.397687775557638,0.239,0.035,1.20019710101681E-33,15,RP5-862P8.2
DDRGK1,7.60575136913053E-11,0.397350938191318,0.458,0.233,1.63363933657555E-06,15,DDRGK1
MATN2,6.00482199326082E-38,0.397258251662366,0.19,0.022,1.28977571593249E-33,15,MATN2
ATPIF12,4.56202896265098E-08,0.397036854176966,0.697,0.492,0.000979878200887803,15,ATPIF1
FAM210B,3.17124549019553E-05,0.396535935191607,0.289,0.161,0.681151818839097,15,FAM210B
STOML2,9.49169054933892E-11,0.396470318534824,0.472,0.239,2.03872021309251E-06,15,STOML2
SPHK11,2.96240572621516E-24,0.395849833462372,0.183,0.031,6.36295125933753E-20,15,SPHK1
NDUFA8,3.62168987500964E-06,0.395580762560032,0.366,0.208,0.077790276825332,15,NDUFA8
NEURL3,1.94039522451963E-201,0.395207111721539,0.176,0.002,4.16777490274571E-197,15,NEURL3
ACADM,3.6243160418241E-17,0.395110036486151,0.31,0.097,7.78466842623398E-13,15,ACADM
TCEAL3,6.19083204152931E-18,0.395027842538202,0.324,0.102,1.32972881420008E-13,15,TCEAL3
RGS31,1.78317569052759E-12,0.394751886601845,0.239,0.077,3.83008306568421E-08,15,RGS3
FNBP1L3,7.67792996747166E-23,0.394486268495882,0.338,0.094,1.64914257771324E-18,15,FNBP1L
ECI12,6.57156101073732E-19,0.394171546418509,0.345,0.109,1.41150558949627E-14,15,ECI1
TM7SF3,4.26557428497436E-13,0.39380602871936,0.352,0.14,9.16202700669644E-09,15,TM7SF3
GHITM,7.51455630767387E-05,0.393782110126738,0.577,0.396,1,15,GHITM
ANXA131,4.49101069917751E-30,0.393325839669344,0.106,0.009,9.64624188076338E-26,15,ANXA13
HABP2,6.59432936587653E-73,0.393193507715426,0.19,0.012,1.41639600449662E-68,15,HABP2
ANO61,3.52380145470245E-10,0.391747686704916,0.331,0.143,7.56877314455538E-06,15,ANO6
TUBB4,1.7336729430609E-05,0.391679626630222,0.669,0.495,0.37237561144005,15,TUBB
TMEM220,1.28459410994823E-34,0.390696883843255,0.261,0.044,2.75917968875781E-30,15,TMEM220
ILK1,1.87338104527873E-08,0.390546575137683,0.465,0.249,0.000402383514715419,15,ILK
PINK1,9.07694601947257E-12,0.39042769854865,0.261,0.094,1.94963723552251E-07,15,PINK1
BAMBI1,1.14919368528822E-24,0.390156274965241,0.239,0.048,2.46835311663056E-20,15,BAMBI
CHID12,1.36640493518104E-13,0.39010896710435,0.423,0.177,2.93490116027536E-09,15,CHID1
MT-ATP64,8.5030136650981E-06,0.389791158599705,0.937,0.943,0.182636230512642,15,MT-ATP6
RABAC12,5.28081915119623E-06,0.389452005102383,0.662,0.481,0.113426714548544,15,RABAC1
HIBADH,1.89324494028618E-08,0.389418968065821,0.31,0.148,0.000406650080724068,15,HIBADH
F52,2.37011067165376E-08,0.389223530930253,0.232,0.096,0.000509076071164512,15,F5
ATP5D1,9.99886775984529E-05,0.389161706108979,0.789,0.642,1,15,ATP5D
TMEM230,5.94929366163836E-06,0.388683240760013,0.521,0.332,0.12778487855833,15,TMEM230
PPP1R16A4,8.48985958975E-17,0.38850265646282,0.387,0.14,1.8235369412824E-12,15,PPP1R16A
CYC12,1.11961554025246E-05,0.388284937493056,0.5,0.325,0.240482221890827,15,CYC1
ITGAV3,6.8239128844318E-19,0.388084112110196,0.387,0.131,1.46570824844711E-14,15,ITGAV
SYNGR24,3.1959505355107E-06,0.388031990623365,0.676,0.468,0.0686458215522343,15,SYNGR2
PRR15L3,1.1589548423816E-17,0.387093828204099,0.303,0.092,2.48931910595144E-13,15,PRR15L
DPCD,2.85749030035557E-11,0.387032636561332,0.218,0.074,6.13760341613373E-07,15,DPCD
TRIM15,2.10622616373448E-08,0.386834605527675,0.127,0.037,0.000452396317708528,15,TRIM15
NR0B2,5.79332122520012E-34,0.385854460028275,0.211,0.03,1.24434746596073E-29,15,NR0B2
SMIM192,2.11937781945918E-08,0.385217445420134,0.472,0.259,0.000455221161841637,15,SMIM19
PAFAH1B32,5.26897247540454E-09,0.384329985544946,0.38,0.189,0.000113172259799214,15,PAFAH1B3
ARF53,1.70885832122019E-07,0.383073339777984,0.704,0.486,0.00367045678814885,15,ARF5
C1orf122,2.08270737460583E-14,0.3829103194373,0.401,0.164,4.47344716991585E-10,15,C1orf122
ALDH22,2.8192523830598E-07,0.382759908282077,0.331,0.166,0.00605547219357415,15,ALDH2
LYPD1,8.64405828549191E-131,0.381469826157953,0.218,0.008,1.85665727914081E-126,15,LYPD1
ATP5F14,0.00026461289768348,0.38119850237475,0.577,0.431,1,15,ATP5F1
