,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
MTHFR,1.0579439137962E-56,0.534280541913098,0.249,0.069,2.27235773244287E-52,9,MTHFR
ARPC23,1.40752922838084E-51,0.532870727821527,0.942,0.729,3.02323202963921E-47,9,ARPC2
SH3BP13,3.28243277489076E-44,0.532675597655983,0.348,0.136,7.05033735718787E-40,9,SH3BP1
SLC27A31,1.94356402307012E-57,0.532667500075724,0.252,0.07,4.17458116515232E-53,9,SLC27A3
INPP5D2,2.00933980798514E-62,0.532417221924435,0.299,0.085,4.31586097357128E-58,9,INPP5D
DENND5A,3.67538485183074E-77,0.530893473176869,0.211,0.04,7.89435912324724E-73,9,DENND5A
EIF3A,6.05265613716914E-32,0.530810655113214,0.554,0.354,1.30005001170256E-27,9,EIF3A
GADD45B2,5.95036641636925E-42,0.530576938003487,0.771,0.501,1.27807920257195E-37,9,GADD45B
SIGLEC101,2.32360593980426E-101,0.530138988514869,0.194,0.026,4.99087319810558E-97,9,SIGLEC10
GLA1,1.15429831551561E-34,0.529106439910915,0.289,0.122,2.47931735189598E-30,9,GLA
FAM110A,2.78351673278538E-39,0.528551870553464,0.24,0.082,5.97871559034971E-35,9,FAM110A
TNFAIP33,9.73318562099337E-27,0.528181701780163,0.312,0.145,2.09059093953317E-22,9,TNFAIP3
ADAMTSL41,4.19400756561609E-79,0.527922582933863,0.216,0.041,9.00830885018681E-75,9,ADAMTSL4
CD681,2.37701250878345E-172,0.527757705885068,0.873,0.304,5.10558516761597E-168,9,CD68
RAB3D,3.36154473956572E-50,0.527398269460088,0.216,0.059,7.2202619461132E-46,9,RAB3D
MYO9B1,2.02411625168093E-40,0.52729342977661,0.343,0.146,4.34759929698546E-36,9,MYO9B
FCGR3A2,5.26901239553681E-09,0.527231319914243,0.254,0.155,0.000113173117243735,9,FCGR3A
PPM1F,1.19842389303261E-86,0.527159100055438,0.192,0.03,2.57409467984474E-82,9,PPM1F
MBOAT7,1.79003646116956E-32,0.52671114018921,0.332,0.161,3.8448193149461E-28,9,MBOAT7
S100Z,3.60260147314283E-171,0.525865932484127,0.169,0.01,7.73802770416348E-167,9,S100Z
ACSL11,8.0917188948137E-40,0.524002244551196,0.274,0.105,1.73802030141703E-35,9,ACSL1
OTUD1,2.17300284084009E-54,0.523800608384109,0.198,0.048,4.66739280184043E-50,9,OTUD1
FTH12,2.40110014116434E-109,0.523230682460911,1,0.964,5.15732299320688E-105,9,FTH1
CCNI2,1.21179264123387E-41,0.52287699043198,0.878,0.686,2.60280941410623E-37,9,CCNI
PPIF1,2.39065657142041E-22,0.522855074835513,0.289,0.154,5.1348912497539E-18,9,PPIF
RPS92,1.50474800044516E-66,0.522384128599629,0.998,0.909,3.23204823015616E-62,9,RPS9
AKIRIN2,1.9277140315943E-33,0.522281444047855,0.354,0.17,4.1405369684614E-29,9,AKIRIN2
PRKACA,1.30318003523224E-56,0.522105882626076,0.214,0.054,2.79910039767532E-52,9,PRKACA
RP6-159A1.4,5.67998584526992E-208,0.521276959494098,0.171,0.007,1.22000415970553E-203,9,RP6-159A1.4
KLF13,5.16568988572584E-42,0.521202067510384,0.287,0.106,1.10953853055505E-37,9,KLF13
C15orf39,2.25967516227007E-53,0.52056776582704,0.236,0.066,4.85355628103989E-49,9,C15orf39
SLC31A21,4.89163454886562E-52,0.52015607127936,0.223,0.061,1.05067418475085E-47,9,SLC31A2
HMHA14,1.43105044489132E-47,0.519280865827977,0.437,0.182,3.07375325058207E-43,9,HMHA1
BIN24,9.3065237167626E-55,0.51889153083467,0.514,0.208,1.99894822912344E-50,9,BIN2
KCNAB22,3.77283166637764E-47,0.518833764917654,0.352,0.135,8.10366513621253E-43,9,KCNAB2
VPS13C,2.57672759809517E-34,0.518691650310616,0.401,0.2,5.53455320794861E-30,9,VPS13C
SLC2A6,9.78672385671051E-143,0.518661233998079,0.198,0.018,2.10209041718285E-138,9,SLC2A6
PSTPIP2,2.02032894735283E-89,0.518580278170704,0.225,0.039,4.33946454601914E-85,9,PSTPIP2
OAZ2,2.68705463502016E-40,0.517865821324351,0.25,0.089,5.7715246505598E-36,9,OAZ2
PRKAR1A1,3.45039806835349E-27,0.517173946686314,0.475,0.299,7.41111001101645E-23,9,PRKAR1A
HVCN1,1.61918986544305E-91,0.516415896861652,0.261,0.051,3.47785791198512E-87,9,HVCN1
MYCBP22,4.7694420147556E-33,0.515948342382425,0.388,0.192,1.02442845034936E-28,9,MYCBP2
CARD9,1.50935837965205E-128,0.514554004979211,0.181,0.017,3.24195086365463E-124,9,CARD9
SUPT4H11,8.33113193422731E-28,0.513987442023031,0.474,0.293,1.78944382815268E-23,9,SUPT4H1
SETX1,6.74575540099796E-37,0.513775923732668,0.37,0.171,1.44892080258035E-32,9,SETX
NFKBID,7.77500920799004E-63,0.513740514841588,0.198,0.042,1.66999422778418E-58,9,NFKBID
EGR13,2.11469842058757E-25,0.512936411443979,0.472,0.277,4.54216073758005E-21,9,EGR1
LCP24,1.56796123611779E-52,0.512286789287197,0.53,0.225,3.3678239390574E-48,9,LCP2
OGFR,1.93209108338735E-28,0.510996333521056,0.399,0.222,4.1499384380077E-24,9,OGFR
IFI44L,1.79660776788103E-49,0.510088242716088,0.196,0.049,3.85893382463167E-45,9,IFI44L
ETV61,1.50658767500747E-32,0.509908402457173,0.388,0.202,3.23599966714854E-28,9,ETV6
FLII,3.16602361727571E-27,0.509294832210544,0.33,0.171,6.8003021275465E-23,9,FLII
SCO2,3.33480695656051E-32,0.508300245846772,0.279,0.122,7.16283186199631E-28,9,SCO2
IL10RA4,3.39314306866366E-63,0.507912688814343,0.477,0.174,7.28813199718268E-59,9,IL10RA
PTK2B1,6.0410612413551E-37,0.506982439369075,0.303,0.122,1.29755954403066E-32,9,PTK2B
FOLR3,1.42770989365035E-153,0.505647302681012,0.149,0.008,3.06657808057159E-149,9,FOLR3
MED13L,8.05951604879712E-46,0.505187063207041,0.256,0.084,1.73110345212113E-41,9,MED13L
TYK2,2.07260934279904E-36,0.505073331415657,0.256,0.096,4.45175760739805E-32,9,TYK2
YBX11,3.74116677244941E-38,0.504913148579825,0.904,0.701,8.03565211054409E-34,9,YBX1
PTP4A22,4.10513477784624E-32,0.503914617375233,0.615,0.408,8.81741898933594E-28,9,PTP4A2
GIMAP14,2.03304039350914E-70,0.503753788169066,0.29,0.071,4.36676746121828E-66,9,GIMAP1
HMGB21,6.45311050312472E-32,0.503616525548262,0.401,0.202,1.38606360496616E-27,9,HMGB2
ICAM34,3.46233926917808E-38,0.502635610654509,0.535,0.278,7.43675851626759E-34,9,ICAM3
SPG211,5.27035248850888E-33,0.502615042874327,0.457,0.257,1.13201901100682E-28,9,SPG21
STK17B3,4.85217784171765E-38,0.502050582116312,0.514,0.268,1.04219927862253E-33,9,STK17B
SAMSN11,5.33211536329978E-66,0.502008364679007,0.301,0.081,1.14528505888316E-61,9,SAMSN1
RELT1,1.84188214662414E-79,0.502000751141201,0.227,0.045,3.95617866273398E-75,9,RELT
CKAP4,7.02003643521526E-32,0.501986246569705,0.23,0.09,1.50783362591989E-27,9,CKAP4
SORT11,5.08045048253701E-26,0.500990459720253,0.225,0.098,1.09122995914412E-21,9,SORT1
HNRNPU,6.15044616304927E-27,0.50086572294164,0.662,0.471,1.32105433136135E-22,9,HNRNPU
PICALM1,1.21164286899534E-32,0.500864241871744,0.374,0.19,2.60248771831509E-28,9,PICALM
STAT12,1.42837980347091E-27,0.500519195827495,0.407,0.224,3.06801697987517E-23,9,STAT1
RPL264,4.20818937333373E-39,0.500461483966032,0.938,0.784,9.03876995498353E-35,9,RPL26
EIF3K3,1.68292904362008E-36,0.500045279204072,0.887,0.687,3.61476329279157E-32,9,EIF3K
ATP2B11,2.56756005690303E-26,0.500010349770209,0.348,0.183,5.51486224622201E-22,9,ATP2B1
TFEB,7.28412680465973E-55,0.499366559250975,0.216,0.056,1.56455759637286E-50,9,TFEB
IQSEC1,1.12830112509231E-41,0.499100488469069,0.247,0.083,2.42347798658576E-37,9,IQSEC1
TRA2B,6.70878354175317E-31,0.499036855657144,0.512,0.315,1.44097961693316E-26,9,TRA2B
APOL61,6.89577215915539E-30,0.498393245514735,0.323,0.152,1.48114290206499E-25,9,APOL6
ARID3A,2.71636918579259E-72,0.497974406413306,0.207,0.041,5.83448937416389E-68,9,ARID3A
TNFRSF10C,2.22449272616662E-82,0.496543490815176,0.151,0.019,4.77798792653329E-78,9,TNFRSF10C
HLX,5.29553753356755E-159,0.49618565911127,0.185,0.013,1.13742850683497E-154,9,HLX
IFIT31,4.63658085435715E-25,0.495516542192747,0.207,0.084,9.95891201707373E-21,9,IFIT3
STAC31,3.52936420183402E-57,0.495491907122128,0.178,0.038,7.5807213691193E-53,9,STAC3
SNX171,1.00458561740169E-27,0.494865401280943,0.439,0.259,2.15774944761708E-23,9,SNX17
TMEM170B,4.09938585910209E-187,0.494838887371981,0.178,0.009,8.80507088676539E-183,9,TMEM170B
RASSF31,1.00621995389517E-32,0.493673609608152,0.267,0.107,2.16125983897144E-28,9,RASSF3
GNB41,2.17403623624231E-59,0.493148452963968,0.212,0.05,4.66961243182485E-55,9,GNB4
LSM10,4.6063600832849E-31,0.49232821157429,0.356,0.175,9.89400082288764E-27,9,LSM10
H2AFY1,9.10931755161648E-42,0.49149894454504,0.681,0.422,1.9565903169117E-37,9,H2AFY
IVNS1ABP1,3.06260462451809E-20,0.491402738240548,0.399,0.25,6.5781684730024E-16,9,IVNS1ABP
ITGAL3,6.69297394735041E-73,0.490350772690305,0.372,0.105,1.43758387415139E-68,9,ITGAL
RSRP14,2.68545640037211E-30,0.490289665652216,0.615,0.403,5.76809180235926E-26,9,RSRP1
AGTPBP11,2.5999364591254E-42,0.489917907703944,0.256,0.086,5.58440352055545E-38,9,AGTPBP1
ZNF7032,4.17493985406987E-24,0.489618769904518,0.24,0.111,8.96735331255667E-20,9,ZNF703
PSMA4,2.65806229707323E-20,0.489301836731632,0.416,0.274,5.7092520078836E-16,9,PSMA4
HMOX11,1.54693026981967E-94,0.48900068561997,0.388,0.1,3.32265152654566E-90,9,HMOX1
HHEX,1.07456996569397E-57,0.488554359645606,0.211,0.051,2.30806882931408E-53,9,HHEX
PAK2,2.61667513247743E-27,0.488371020895035,0.546,0.363,5.62035651704827E-23,9,PAK2
ST8SIA42,5.33210699532159E-59,0.487614151536532,0.24,0.06,1.14528326152512E-54,9,ST8SIA4
NDUFB1,1.54397090066727E-32,0.487611937367104,0.593,0.389,3.31629509754324E-28,9,NDUFB1
APBB1IP5,7.68058751598495E-46,0.486919540984423,0.546,0.25,1.64971339255841E-41,9,APBB1IP
EP300,1.06567310270735E-28,0.486718278660732,0.26,0.112,2.28895925730511E-24,9,EP300
MTDH,2.91595464317197E-32,0.486536926223223,0.713,0.497,6.26317897806907E-28,9,MTDH
FRAT2,3.31965276475942E-45,0.48627815866584,0.221,0.066,7.13028217342675E-41,9,FRAT2
EVI5,5.43962788737492E-40,0.485621289774366,0.23,0.078,1.16837767392926E-35,9,EVI5
LTB4R,7.93099817319484E-109,0.48508172030404,0.183,0.021,1.70349909762052E-104,9,LTB4R
RP11-707G18.1,1.36998004177722E-44,0.485051863541315,0.212,0.061,2.94258013173329E-40,9,RP11-707G18.1
GNS2,6.06494490295467E-28,0.484986764278833,0.439,0.258,1.30268951570563E-23,9,GNS
NR4A3,3.42075181345105E-60,0.484752611526072,0.191,0.04,7.34743282011151E-56,9,NR4A3
ADCY71,4.92478160234123E-48,0.484167416221756,0.252,0.078,1.05779384036687E-43,9,ADCY7
IFNGR22,1.00860644712853E-39,0.4838286330268,0.561,0.316,2.16638578778736E-35,9,IFNGR2
C6orf62,1.47884484891284E-30,0.483617521560808,0.379,0.198,3.17641085097989E-26,9,C6orf62
MANBA1,7.07987540393751E-35,0.483258170289775,0.281,0.115,1.52068643801174E-30,9,MANBA
DYNLT1,1.49118821173145E-30,0.483151605620175,0.523,0.327,3.20292315997798E-26,9,DYNLT1
WAC,8.43731847631049E-32,0.483131225078704,0.394,0.208,1.81225163552673E-27,9,WAC
ARRB1,4.2409268661539E-60,0.48276564887608,0.236,0.061,9.10908681581196E-56,9,ARRB1
SIGLEC14,1.56210978084157E-182,0.482748161974287,0.167,0.008,3.35525559826961E-178,9,SIGLEC14
ANKRD13D,1.09376325185361E-38,0.481772371288008,0.269,0.1,2.34929408865637E-34,9,ANKRD13D
BLOC1S6,7.32554531491745E-26,0.480785666630095,0.269,0.126,1.57345387819112E-21,9,BLOC1S6
TAOK11,2.28057172945894E-30,0.480252294383688,0.316,0.15,4.89844001770485E-26,9,TAOK1
BRD41,2.82080731725026E-27,0.480073088289772,0.392,0.221,6.05881203672184E-23,9,BRD4
MSL32,8.27814321379705E-32,0.479891745585192,0.285,0.121,1.77806238089147E-27,9,MSL3
TRAPPC5,1.30113685640421E-26,0.479668174261278,0.225,0.095,2.79471185387061E-22,9,TRAPPC5
PDK4,2.09171688830283E-37,0.479526017023356,0.225,0.077,4.49279870438564E-33,9,PDK4
LINC00877,4.53838941055961E-242,0.478408298290553,0.162,0.004,9.74800661494099E-238,9,LINC00877
CMTM6,8.20821598422751E-27,0.477943612474103,0.528,0.344,1.76304271125223E-22,9,CMTM6
MOB1A2,3.94172070348115E-25,0.477846323549413,0.485,0.315,8.46642189900717E-21,9,MOB1A
DAZAP24,1.12897903532441E-34,0.477318891431959,0.795,0.563,2.42493406997331E-30,9,DAZAP2
CD300LB,5.59851907968165E-192,0.477170520790323,0.167,0.008,1.20250591312482E-187,9,CD300LB
ABTB1,4.90897620876334E-29,0.476128392257824,0.318,0.15,1.05439899988028E-24,9,ABTB1
SLC15A31,4.42700007300313E-53,0.476098699144704,0.205,0.052,9.50875345680342E-49,9,SLC15A3
SCAF11,3.00934027946189E-27,0.474395204309539,0.517,0.33,6.4637619862562E-23,9,SCAF11
LRG1,1.74931829500903E-10,0.47301401331769,0.165,0.092,3.75736076584989E-06,9,LRG1
JARID2,2.76437961856621E-40,0.469971462182878,0.209,0.064,5.93761098271836E-36,9,JARID2
AKNA3,2.53598531143749E-45,0.469663835592829,0.328,0.118,5.44704285043659E-41,9,AKNA
TBC1D9,4.41817110345673E-54,0.469343295942507,0.176,0.039,9.4897897131147E-50,9,TBC1D9
TIAM11,1.80254868327645E-67,0.469135096449354,0.203,0.041,3.87169431680949E-63,9,TIAM1
BAZ1A2,1.64984438445873E-30,0.468725575466583,0.446,0.249,3.54370075337892E-26,9,BAZ1A
FGD34,1.17640954490881E-46,0.468178190351379,0.309,0.105,2.52681006150964E-42,9,FGD3
FCGR1B,5.81267139570936E-87,0.468105413052847,0.165,0.022,1.24850368908441E-82,9,FCGR1B
RASGEF1B1,2.40385240118992E-45,0.467182573836599,0.192,0.051,5.16323457251583E-41,9,RASGEF1B
PTPRC4,1.21814054531251E-65,0.466923023289276,0.873,0.413,2.61644407727674E-61,9,PTPRC
DNAJC4,4.10457233432114E-21,0.466303893561573,0.381,0.24,8.81621091688838E-17,9,DNAJC4
CTSH1,9.49158102455018E-31,0.466048956005367,0.543,0.328,2.03869668826313E-26,9,CTSH
IFI162,6.84509433884954E-28,0.46543892865264,0.494,0.296,1.47025781304149E-23,9,IFI16
HNRNPH1,1.23134777056461E-36,0.465438273303514,0.472,0.249,2.64481187639572E-32,9,HNRNPH1
CD524,9.96020119684144E-46,0.464699815427941,0.875,0.461,2.13935161506957E-41,9,CD52
TPM32,1.19703800988811E-33,0.462784476768907,0.875,0.678,2.57111794143868E-29,9,TPM3
EIF3M2,2.42920874502192E-24,0.462484216015788,0.555,0.382,5.21769746343259E-20,9,EIF3M
PTPN182,3.11222438207439E-27,0.462002332431223,0.397,0.225,6.68474675025759E-23,9,PTPN18
TMSB4X5,1.26321641778443E-52,0.461774714652637,0.998,0.965,2.71326254375918E-48,9,TMSB4X
PKN1,1.60223293195945E-30,0.461668806306366,0.332,0.159,3.44143611455571E-26,9,PKN1
RP11-758H9.2,6.19766104484945E-49,0.461662707761553,0.189,0.047,1.33119561582321E-44,9,RP11-758H9.2
CYB5D1,2.41645842282969E-103,0.461588996130223,0.178,0.021,5.19031104639589E-99,9,CYB5D1
CYB5R4,2.16808311659512E-32,0.461050651428909,0.254,0.101,4.65682572613465E-28,9,CYB5R4
VSTM1,2.96461144845468E-263,0.460949655072066,0.169,0.004,6.36768893013581E-259,9,VSTM1
RGS103,2.69760878733301E-35,0.460487902943,0.583,0.341,5.79419391431257E-31,9,RGS10
HCST4,3.56979027052474E-57,0.460012447533888,0.782,0.379,7.66755252206008E-53,9,HCST
DHRS4,9.77366696838705E-28,0.459896593718749,0.281,0.13,2.09928592813986E-23,9,DHRS4
ATP6V1A1,1.09164275581132E-21,0.458523881427685,0.254,0.127,2.34473947520714E-17,9,ATP6V1A
RNPEP,2.97422569611112E-24,0.45831581422219,0.356,0.204,6.38833937267708E-20,9,RNPEP
F13A1,1.49248300345865E-106,0.457285471204975,0.134,0.011,3.20570424312883E-102,9,F13A1
RB1,3.18678093253166E-28,0.457058054676761,0.323,0.157,6.84488676498476E-24,9,RB1
KDM1B,1.0271605078897E-59,0.457014066260576,0.196,0.043,2.20623805489628E-55,9,KDM1B
CAMKK2,3.56340134116644E-51,0.456699064664706,0.2,0.05,7.65382974069139E-47,9,CAMKK2
RETN1,1.28549392676792E-65,0.456631725955097,0.196,0.038,2.76111240530482E-61,9,RETN
MCTP1,6.88424831807245E-72,0.456532047166888,0.22,0.046,1.47866769623878E-67,9,MCTP1
FAM120A1,6.06102396747176E-23,0.455738967236093,0.376,0.223,1.30184733797326E-18,9,FAM120A
SEMA4A,1.97507854252514E-59,0.455491940421147,0.165,0.032,4.24227120148975E-55,9,SEMA4A
BNIP21,4.5726015821879E-29,0.455247255267576,0.383,0.2,9.8214909383814E-25,9,BNIP2
LTBR3,1.72410026379786E-26,0.45447263237818,0.37,0.21,3.70319495661142E-22,9,LTBR
NUDT3,5.03075976244678E-24,0.454465995695146,0.296,0.151,1.08055688937594E-19,9,NUDT3
RPS6KA4,1.36845417529071E-25,0.453803390704482,0.249,0.113,2.93930272310691E-21,9,RPS6KA4
ITGA44,1.03305721146512E-49,0.452145885589929,0.414,0.156,2.21890358450593E-45,9,ITGA4
HLA-E4,2.38021332637281E-41,0.451951131227678,0.951,0.739,5.11246020371616E-37,9,HLA-E
RHOQ,1.10982906550686E-41,0.449945342108788,0.196,0.057,2.38380184980219E-37,9,RHOQ
UBE2L63,2.17000313062781E-27,0.449533354118911,0.486,0.286,4.66094972427546E-23,9,UBE2L6
TLE3,7.67688702253554E-24,0.448318545149167,0.22,0.096,1.64891856357041E-19,9,TLE3
DSE1,6.46334596137467E-43,0.448113619355174,0.218,0.066,1.38826207904366E-38,9,DSE
MCOLN11,2.8712674135741E-28,0.448089260186119,0.232,0.096,6.16719527761582E-24,9,MCOLN1
EGR21,1.90220695283348E-48,0.447487275802953,0.196,0.05,4.08575031399103E-44,9,EGR2
HNMT3,1.64712566473031E-23,0.446959841621826,0.383,0.229,3.53786121527424E-19,9,HNMT
CBL,1.71179945239017E-38,0.446031700918053,0.238,0.081,3.67677404378885E-34,9,CBL
CAT1,7.65253913194754E-23,0.445528320755056,0.325,0.175,1.64368888015101E-18,9,CAT
TAGAP4,8.42533874042524E-42,0.445457751994852,0.461,0.198,1.80967850805594E-37,9,TAGAP
CELF24,3.3412045830351E-47,0.445453108922901,0.475,0.198,7.1765733239011E-43,9,CELF2
TNNT11,2.39898227561014E-23,0.444292037744733,0.171,0.065,5.15277402978301E-19,9,TNNT1
PSMB94,4.21478206309585E-36,0.444181425506171,0.675,0.413,9.05293039332358E-32,9,PSMB9
SKAP21,5.43028359348638E-21,0.444142043978009,0.383,0.24,1.16637061304494E-16,9,SKAP2
RNF1663,1.96572398573533E-45,0.442543052695462,0.343,0.126,4.22217854896092E-41,9,RNF166
HLA-C3,1.311874713534E-46,0.442255142692203,0.998,0.893,2.81777569719968E-42,9,HLA-C
SRRM21,8.74138005345222E-31,0.442150837549809,0.644,0.436,1.877561021681E-26,9,SRRM2
FAM214B,7.58436193759528E-39,0.441410507683478,0.191,0.057,1.62904510057609E-34,9,FAM214B
GCH11,2.94455982608541E-49,0.440851622887874,0.225,0.061,6.32462005044885E-45,9,GCH1
DNAJC7,1.20732704732514E-24,0.440795515826676,0.363,0.203,2.59321776494966E-20,9,DNAJC7
GNG51,3.97207374435593E-33,0.440596664566135,0.851,0.608,8.5316171955021E-29,9,GNG5
ABI32,6.8068898277835E-49,0.440392450893166,0.309,0.101,1.46205186610962E-44,9,ABI3
ENTPD1,4.85025000749477E-75,0.440283443345797,0.171,0.027,1.0417851991098E-70,9,ENTPD1
CAPZA12,1.37776917444752E-24,0.439939598201013,0.457,0.282,2.95931040979582E-20,9,CAPZA1
SHTN1,7.32835002985466E-26,0.439556410008069,0.247,0.113,1.57405630291248E-21,9,SHTN1
NCOA1,1.73688202412276E-33,0.438592648468993,0.241,0.092,3.73064889961328E-29,9,NCOA1
UQCR111,9.14731671945863E-26,0.43820832062562,0.755,0.576,1.96475215817252E-21,9,UQCR11
ERICH11,1.88263735655012E-20,0.438110977593812,0.325,0.184,4.04371677813401E-16,9,ERICH1
RNF1351,1.73066889701406E-29,0.437737038272092,0.236,0.096,3.71730372389651E-25,9,RNF135
CDC423,1.57169117530099E-30,0.437520600837716,0.664,0.46,3.37583547542899E-26,9,CDC42
TAOK31,2.83019560435533E-23,0.437378841178108,0.407,0.242,6.0789771385948E-19,9,TAOK3
VAMP81,3.885837185474E-27,0.437149622748318,0.811,0.59,8.34638969067961E-23,9,VAMP8
GNAQ2,5.97084015574154E-31,0.437005778861048,0.365,0.185,1.28247675705172E-26,9,GNAQ
FLI14,1.13075149040479E-36,0.436918644586596,0.325,0.129,2.42874112624046E-32,9,FLI1
ARL6IP42,3.0017307315824E-29,0.435923932934672,0.699,0.503,6.44741743836584E-25,9,ARL6IP4
IFNGR11,1.105774180454E-23,0.435414330848009,0.361,0.2,2.37509236219715E-19,9,IFNGR1
YME1L1,2.33537257068439E-20,0.435033710838231,0.446,0.299,5.01614674457299E-16,9,YME1L1
RPS132,3.35631505269305E-55,0.434445822113506,1,0.934,7.2090291016794E-51,9,RPS13
PNPLA61,3.88777211484354E-24,0.433853631997917,0.23,0.102,8.35054572547244E-20,9,PNPLA6
ANO6,3.90920689497034E-22,0.433257860322326,0.272,0.139,8.39658548970679E-18,9,ANO6
SQRDL1,6.2753545584188E-18,0.433168023686477,0.234,0.122,1.34788340560277E-13,9,SQRDL
KIAA1683,7.19024021632552E-66,0.432900627928286,0.174,0.032,1.54439169606456E-61,9,KIAA1683
IFI351,9.40077086279055E-19,0.42854581399201,0.305,0.175,2.01919157361878E-14,9,IFI35
AC116366.6,9.91019739904325E-140,0.427899669589873,0.162,0.011,2.1286112993405E-135,9,AC116366.6
TBL1X,6.17293243714939E-25,0.427340825462984,0.181,0.069,1.32588415817532E-20,9,TBL1X
LILRB41,2.76459511392298E-54,0.427057842228227,0.27,0.077,5.93807384519517E-50,9,LILRB4
OSBPL11,1.35485647565545E-64,0.426951296029947,0.171,0.031,2.91009622406033E-60,9,OSBPL11
CD300A2,6.89868668772463E-51,0.425344392469003,0.381,0.134,1.48176891365637E-46,9,CD300A
CDC401,1.61441814473558E-28,0.425319959854719,0.321,0.155,3.46760873307755E-24,9,CDC40
JMJD1C1,2.9114141971714E-22,0.425064972942473,0.488,0.326,6.25342655410445E-18,9,JMJD1C
COLGALT11,9.29389349872349E-24,0.42505884673437,0.263,0.128,1.99623538459082E-19,9,COLGALT1
AZI2,7.12738071488226E-22,0.424926209531479,0.274,0.14,1.53089010374956E-17,9,AZI2
PTPRJ,1.02712813663509E-29,0.423863817190077,0.194,0.069,2.20616852467852E-25,9,PTPRJ
TTC7A,3.85397506105583E-33,0.42348425138345,0.214,0.076,8.27795303364182E-29,9,TTC7A
ZDHHC1,2.47385780240453E-31,0.42340916329875,0.149,0.044,5.3135991737847E-27,9,ZDHHC1
ARHGAP93,1.58475029404541E-37,0.423312943975963,0.31,0.118,3.40388515658013E-33,9,ARHGAP9
NACC2,1.24092220987694E-49,0.42327037858505,0.174,0.04,2.66537681459468E-45,9,NACC2
RTN3,2.4540586966954E-19,0.423203450596633,0.463,0.317,5.27107267463204E-15,9,RTN3
HK1,8.93327340924199E-22,0.422236595526628,0.305,0.164,1.91877779557109E-17,9,HK1
PLEKHO21,2.15712076802227E-49,0.421733636385107,0.158,0.034,4.63327969763503E-45,9,PLEKHO2
NPC22,6.43829524383475E-68,0.420356036863516,0.897,0.53,1.38288143542327E-63,9,NPC2
BMP2K1,2.0664373422794E-47,0.419612147740028,0.187,0.047,4.43850076748191E-43,9,BMP2K
UNC1191,5.09764552223522E-30,0.41941236738033,0.265,0.112,1.0949232817209E-25,9,UNC119
NHSL2,3.89770790561359E-75,0.418922275742708,0.196,0.033,8.37188681046743E-71,9,NHSL2
CUX12,7.99068435569163E-16,0.4187059387928,0.379,0.259,1.716319092759E-11,9,CUX1
ZMIZ11,2.18340780094922E-19,0.418256173306316,0.236,0.119,4.68974161565883E-15,9,ZMIZ1
EPB41L31,1.01227263875355E-58,0.418224291495953,0.183,0.039,2.17426040077874E-54,9,EPB41L3
AP5B1,5.12515719399824E-44,0.418208143174691,0.156,0.037,1.10083251369888E-39,9,AP5B1
MPV17L2,1.40843345151297E-56,0.418080894178278,0.185,0.04,3.0251742105047E-52,9,MPV17L2
CHMP1B1,8.22183612928676E-14,0.418046417735445,0.29,0.18,1.7659681822095E-09,9,CHMP1B
ATP5L2,3.71016597310685E-35,0.417806961188699,0.955,0.769,7.9690654936362E-31,9,ATP5L
SELPLG4,2.16478716210635E-29,0.417586610353017,0.463,0.249,4.64974634548823E-25,9,SELPLG
ZDHHC72,8.25126311108114E-21,0.416933162817971,0.348,0.205,1.77228880362912E-16,9,ZDHHC7
EFHD23,4.21576546272569E-34,0.416822076341702,0.592,0.354,9.05504263738852E-30,9,EFHD2
A1BG1,1.19410291198767E-30,0.416614474365649,0.232,0.088,2.56481364465832E-26,9,A1BG
WDFY2,1.19006121864406E-34,0.416541655816059,0.23,0.083,2.55613249152558E-30,9,WDFY2
EIF4EBP11,4.79781791692567E-24,0.415815392479568,0.419,0.248,1.03052331037646E-19,9,EIF4EBP1
PLXND11,6.79475779406495E-42,0.414164287515595,0.205,0.061,1.45944602658721E-37,9,PLXND1
HELZ1,6.9027517520651E-26,0.413542713263103,0.299,0.144,1.48264204882606E-21,9,HELZ
DEK,4.71371870175882E-24,0.412578586774027,0.604,0.426,1.01245963995078E-19,9,DEK
HADHA,7.2176455868063E-22,0.412437679853362,0.506,0.351,1.55027809559013E-17,9,HADHA
KIF22,3.83812827063772E-25,0.412080685217375,0.258,0.118,8.24391571250275E-21,9,KIF22
GMIP1,1.07409936726641E-31,0.411645942297384,0.249,0.097,2.30705803095151E-27,9,GMIP
YWHAB3,2.67603840554663E-33,0.411539895338648,0.887,0.681,5.74786289127362E-29,9,YWHAB
SHOC2,3.95255988473129E-22,0.411282481353588,0.334,0.185,8.48970337641435E-18,9,SHOC2
SASH1,1.43105218080365E-79,0.410639550359832,0.156,0.021,3.07375697914817E-75,9,SASH1
PSMB83,5.05420589926249E-26,0.410617230521361,0.621,0.423,1.08559288510259E-21,9,PSMB8
PCBP24,5.1113358597279E-29,0.41053231792141,0.855,0.675,1.09786382931096E-24,9,PCBP2
UBA523,3.55625166886376E-44,0.410417130025926,0.993,0.895,7.63847295955247E-40,9,UBA52
CRISPLD2,5.66716014891685E-54,0.410050848049583,0.138,0.024,1.21724932838585E-49,9,CRISPLD2
NUP621,3.74243556152734E-19,0.409644515503427,0.238,0.12,8.03837734260458E-15,9,NUP62
